"Data.Column1,Bone v Brain.xlsx,Bone v Breast.xlsx,Bone v Liver.xlsx,Bone v Lung.xlsx,Bone v Lymph node.xlsx,Bone v Muscle.xlsx,Bone v Ovary.xlsx,Bone v Peritoneum.xlsx,Bone v Pleura.xlsx,Bone v Skin.xlsx,Brain v Breast.xlsx,Brain v Liver.xlsx,Brain v Lung.xlsx,Brain v Lymph Node.xlsx,Brain v Muscle.xlsx,Brain v Ovary.xlsx,Brain v Peritoneum.xlsx,Brain v Pleura.xlsx,Brain v Skin.xlsx,Breast v Liver.xlsx,Breast v Lung.xlsx,Breast v Lymph Node.xlsx,Breast v Muscle.xlsx,Breast v Ovary.xlsx,Breast v Peritonuem.xlsx,Breast v Pleura.xlsx,Breast v Skin.xlsx,Liver v Lung.xlsx,Liver v Lymph Node.xlsx,Liver v Muscle.xlsx,Liver v Ovary.xlsx,Liver v Peritoneum.xlsx,Liver v Pleura.xlsx,Liver v Skin.xlsx,Lung v Lymph Node.xlsx,Lung v Muscle.xlsx,Lung v Ovary.xlsx,Lung v Peritoneum.xlsx,Lung v Pleura.xlsx,Lung v Skin.xlsx,Lymph Node v Muscle.xlsx,Lymph Node v Ovary.xlsx,Lymph Node v Peritoneum.xlsx,Lymph Node v Pleura.xlsx,Lymph Node v Skin.xlsx,Muscle v Ovary.xlsx,Muscle v Peritoneum.xlsx,Muscle v Pleura.xlsx,Muscle v Skin.xlsx,Ovary v Peritoneum.xlsx,Ovary v Pleura.xlsx,Ovary v Skin.xlsx,Peritenum v Skin.xlsx,Peritoneum v Pleura.xlsx,Pleura v Skin.xlsx"
"CXorf36,0.026642,0.390624,0.61243,-0.679711,0.4208462,-0.69327,-0.29127,0.19105,0.2327116,-0.465166,0.36398,0.585792,-0.706353,0.394204,-0.71991,-0.31792,0.1644038,0.206069,-0.492,0.2218103,-1.070335,0.030222,-1.08389,-0.681897,-0.19958,-0.157912,-0.85579,-1.29215,-0.191588,-1.3057,-0.90371,-0.42139,-0.379723,-1.0776,1.10056,-0.01355,0.38844,0.870757,0.9124223,0.21454,-1.11411,-0.71212,-0.2298,-0.1881346,-0.886012,0.40199,0.88431,0.92598,0.2281,0.48232,0.52398,-0.17389,-0.656212,0.041665,-0.697878"
"CYBB,0.853327,0.233857,0.33046,-0.219575,0.0420824,-0.01455,0.60815,-0.66691,-0.6237629,-0.186591,-0.61947,-0.52287,-1.072902,-0.811245,-0.86788,-0.24518,-1.5202376,-1.47709,-1.04,0.0966003,-0.453432,-0.191774,-0.24841,0.374292,-0.90077,-0.857619,-0.420448,-0.55003,-0.288374,-0.345008,0.27769,-0.99737,-0.95422,-0.51705,0.26166,0.20502,0.82772,-0.447335,-0.4041878,0.03298,-0.05663,0.56607,-0.70899,-0.6658453,-0.228674,0.6227,-0.65236,-0.60921,-0.17204,-1.27506,-1.23191,-0.79474,0.480319,0.043148,0.437172"
"CYP4F3,1.723453,2.227027,-2.05827,1.531891,2.4373299,3.08403,2.55328,1.79261,2.8868611,1.677606,0.50357,-3.781723,-0.191561,0.713877,1.36058,0.82983,0.0691528,1.163408,-0.0458,-4.2852963,-0.695135,0.210303,0.85701,0.326254,-0.43442,0.659835,-0.549421,3.59016,4.4956,5.142303,4.61155,3.85088,4.945131,3.73588,0.90544,1.55214,1.02139,0.260714,1.3549697,0.14571,0.6467,0.11595,-0.64472,0.4495312,-0.759724,-0.53075,-1.29143,-0.19717,-1.40643,-0.76068,0.33358,-0.87567,-0.115,1.094255,-1.209255"
"DCN,1.116303,0.187526,0.48521,0.022262,0.9648042,-1.14494,-2.05458,0.06797,0.4785144,-0.903017,-0.92878,-0.631094,-1.094041,-0.151499,-2.26124,-3.17088,-1.0483311,-0.637788,-2.02,0.297683,-0.165264,0.777278,-1.33247,-2.242104,-0.11955,0.290989,-1.090543,-0.46295,0.479595,-1.630148,-2.53979,-0.41724,-0.006694,-1.38823,0.94254,-1.1672,-2.07684,0.04571,0.4562526,-0.92528,-2.10974,-3.01938,-0.89683,-0.4862897,-1.867821,-0.90964,1.21291,1.62345,0.24192,2.12255,2.53309,1.15156,-0.970989,0.410543,-1.381532"
"DDB2,0.688101,0.89418,0.54165,0.226839,0.7168015,-0.02131,1.02132,1.21119,0.4609343,0.270422,0.20608,-0.146446,-0.461262,0.028701,-0.70941,0.33322,0.5230872,-0.227167,-0.418,-0.3525253,-0.667342,-0.177379,-0.91549,0.127144,0.31701,-0.433246,-0.623758,-0.31482,0.175147,-0.562969,0.47967,0.66953,-0.080721,-0.27123,0.48996,-0.24815,0.79449,0.98435,0.2340958,0.04358,-0.73812,0.30452,0.49439,-0.2558672,-0.446379,1.04264,1.2325,0.48225,0.29174,0.18986,-0.56039,-0.7509,-0.940766,-0.750254,-0.190512"
"DDR2,0.738072,0.594939,1.25175,-0.168756,0.5150201,-0.45615,-1.31432,0.66611,0.4724611,-0.087868,-0.14313,0.513683,-0.906829,-0.223052,-1.19423,-2.05239,-0.0719648,-0.265611,-0.826,0.6568163,-0.763695,-0.079918,-1.05109,-1.909261,0.07117,-0.122477,-0.682807,-1.42051,-0.736735,-1.707909,-2.56608,-0.58565,-0.779294,-1.33962,0.68378,-0.2874,-1.14557,0.834864,0.6412174,0.08089,-0.97117,-1.82934,0.15109,-0.042559,-0.602888,-0.85817,1.12226,0.92862,0.36829,1.98043,1.78678,1.22645,-0.753975,-0.193646,-0.560329"
"DDX39A,0.089185,0.22197,0.30288,0.10296,0.3016368,0.77637,1.04501,0.68123,0.407371,0.125353,0.13279,0.213696,0.013775,0.212452,0.68718,0.95582,0.5920491,0.318186,0.0362,0.0809107,-0.11901,0.079666,0.5544,0.82304,0.45926,0.185401,-0.096617,-0.19992,-0.001244,0.473486,0.74213,0.37835,0.10449,-0.17753,0.19868,0.67341,0.94205,0.578274,0.3044105,0.02239,0.47473,0.74337,0.3796,0.1057342,-0.176284,0.26864,-0.09513,-0.369,-0.65101,-0.36378,-0.63764,-0.91966,-0.555881,-0.273863,-0.282018"
"DEPDC1,0.216845,-0.193336,-0.30519,-0.523859,-0.0847219,1.04485,0.62383,-0.29048,0.5433998,0.170331,-0.41018,-0.522034,-0.740704,-0.301567,0.82801,0.40699,-0.5073291,0.326555,-0.0465,-0.1118528,-0.330523,0.108614,1.23819,0.817169,-0.09715,0.736736,0.363667,-0.21867,0.220467,1.350042,0.92902,0.01471,0.848589,0.47552,0.43914,1.56871,1.14769,0.233375,1.067259,0.69419,1.12957,0.70856,-0.20576,0.6281218,0.255053,-0.42102,-1.33534,-0.50145,-0.87452,-0.91432,-0.08043,-0.4535,0.460815,0.833884,-0.373069"
"DHRS2,-0.773639,-0.505089,-0.16676,-1.207222,-0.611006,-2.29459,-1.72396,-0.89997,-0.1780165,0.267187,0.26855,0.60688,-0.433583,0.162633,-1.52095,-0.95032,-0.1263277,0.595623,1.04,0.3383292,-0.702133,-0.105917,-1.78951,-1.21887,-0.39488,0.327073,0.772276,-1.04046,-0.444246,-2.127835,-1.5572,-0.73321,-0.011257,0.43395,0.59622,-1.08737,-0.51674,0.307255,1.0292056,1.47441,-1.68359,-1.11295,-0.28896,0.4329896,0.878193,0.57064,1.39463,2.11658,2.56178,0.82399,1.54594,1.99115,1.167154,0.721951,0.445204"
"DKK1,0.179971,0.774888,1.09692,0.67272,1.740041,3.29636,1.44845,0.38995,1.0960681,0.577545,0.59492,0.916952,0.492749,1.56007,3.11639,1.26848,0.2099748,0.916097,0.398,0.3220349,-0.102168,0.965153,2.52147,0.673566,-0.38494,0.32118,-0.197343,-0.4242,0.643118,2.199433,0.35153,-0.70698,-0.000855,-0.51938,1.06732,2.62364,0.77573,-0.282774,0.4233482,-0.09518,1.55632,-0.29159,-1.3501,-0.6439728,-1.162496,-1.8479,-2.90641,-2.20029,-2.71881,-1.05851,-0.35239,-0.87091,0.187599,0.706123,-0.518523"
"DKK2,0.455691,0.931039,0.7105,-0.145186,0.8191641,0.06608,-1.65287,0.26582,0.0637059,-0.873688,0.47535,0.254806,-0.600878,0.363473,-0.38962,-2.10856,-0.1898764,-0.391986,-1.33,-0.2205414,-1.076225,-0.111875,-0.86496,-2.583906,-0.66522,-0.867333,-1.804726,-0.85568,0.108667,-0.644421,-2.36337,-0.44468,-0.646791,-1.58418,0.96435,0.21126,-1.50768,0.411001,0.2088921,-0.7285,-0.75309,-2.47203,-0.55335,-0.7554583,-1.692852,-1.71894,0.19974,-0.00237,-0.93976,1.91868,1.71657,0.77918,-1.139503,-0.202109,-0.937393"
"DLGAP5,0.408403,-0.112021,0.20224,0.088326,0.1160531,1.32248,1.20421,0.15025,0.6105175,0.519705,-0.52042,-0.206162,-0.320077,-0.29235,0.91408,0.7958,-0.2581546,0.202115,0.111,0.3142618,0.200347,0.228074,1.4345,1.316227,0.26227,0.722539,0.631726,-0.11391,-0.086188,1.120241,1.00197,-0.05199,0.408277,0.31746,0.02773,1.23416,1.11588,0.061922,0.5221914,0.43138,1.20643,1.08815,0.0342,0.4944644,0.403652,-0.11828,-1.17223,-0.71196,-0.80278,-1.05396,-0.59369,-0.6845,0.369457,0.460269,-0.090812"
"DLL1,0.367627,0.170601,0.26891,-0.446213,0.1545841,0.90213,0.64275,-0.43879,0.5386996,-0.458638,-0.19703,-0.098722,-0.813841,-0.213043,0.5345,0.27513,-0.8064219,0.171072,-0.826,0.0983044,-0.616814,-0.016017,0.73153,0.472153,-0.6094,0.368099,-0.629238,-0.71512,-0.114321,0.633223,0.37385,-0.7077,0.269795,-0.72754,0.6008,1.34834,1.08897,0.007419,0.9849131,-0.01242,0.74754,0.48817,-0.59338,0.3841155,-0.613222,-0.25937,-1.34092,-0.36343,-1.36077,-1.08155,-0.10405,-1.10139,-0.019843,0.977494,-0.997337"
"DLL3,-0.262839,0.388452,0.70126,-0.132473,0.9072836,1.07142,-0.2891,1.29183,0.57071,0.155016,0.65129,0.964103,0.130367,1.170123,1.33426,-0.02626,1.5546691,0.833549,0.418,0.3128113,-0.520924,0.518832,0.68297,-0.677553,0.90338,0.182258,-0.233436,-0.83374,0.20602,0.37016,-0.99036,0.59057,-0.130553,-0.54625,1.03976,1.2039,-0.15663,1.424302,0.7031826,0.28749,0.16414,-1.19638,0.38455,-0.3365736,-0.752268,-1.36052,0.22041,-0.50071,-0.91641,1.58093,0.85981,0.44412,-1.136814,-0.72112,-0.415694"
"DLL4,-0.141361,-0.051747,0.25224,-0.999393,0.2947092,-0.10492,0.19593,0.03781,0.4244586,-0.531276,0.08961,0.393603,-0.858032,0.43607,0.03644,0.33729,0.179172,0.565819,-0.39,0.3039897,-0.947645,0.346457,-0.05318,0.24768,0.08956,0.476206,-0.479529,-1.25164,0.042467,-0.357165,-0.05631,-0.21443,0.172216,-0.78352,1.2941,0.89447,1.19533,1.037204,1.4238515,0.46812,-0.39963,-0.09878,-0.2569,0.1297494,-0.825985,0.30086,0.14273,0.52938,-0.42635,-0.15812,0.22853,-0.72721,-0.569087,0.386647,-0.955735"
"DNAJC12,0.350667,0.782065,-0.83444,0.590022,0.9488637,0.37841,1.20493,2.62298,0.3535764,1.741908,0.4314,-1.185109,0.239355,0.598197,0.02774,0.85426,2.2723152,0.00291,1.39,-1.6165077,-0.192044,0.166798,-0.40366,0.422862,1.84092,-0.428489,0.959843,1.42446,1.783306,1.212852,2.03937,3.45742,1.188019,2.57635,0.35884,-0.21161,0.61491,2.03296,-0.2364451,1.15189,-0.57045,0.25606,1.67412,-0.5952872,0.793044,0.82652,2.24457,-0.02483,1.3635,1.41805,-0.85135,0.53698,-0.881074,-2.269405,1.388332"
"DPT,3.587518,0.642563,1.57999,0.799218,0.4249359,-1.42605,1.50454,0.61114,0.9941389,-0.533945,-2.94495,-2.00753,-2.788299,-3.162582,-5.01356,-2.08298,-2.9763777,-2.593379,-4.12,0.9374254,0.156656,-0.217627,-2.06861,0.861973,-0.03142,0.351576,-1.176507,-0.78077,-1.155052,-3.006034,-0.07545,-0.96885,-0.585849,-2.11393,-0.37428,-2.22526,0.70532,-0.188079,0.1949205,-1.33316,-1.85098,1.0796,0.1862,0.569203,-0.958881,2.93058,2.03719,2.42018,0.8921,-0.8934,-0.5104,-2.03848,-1.145085,0.382999,-1.528084"
"DSC2,-0.237958,-0.649521,-0.18769,-0.23946,0.1150879,1.04188,1.02987,-0.64446,-0.7389002,-0.757799,-0.41156,0.050268,-0.001501,0.353046,1.27984,1.26783,-0.4065063,-0.500942,-0.52,0.4618301,0.410061,0.764609,1.6914,1.679393,0.00506,-0.08938,-0.108279,-0.05177,0.302779,1.229569,1.21756,-0.45677,-0.55121,-0.57011,0.35455,1.28134,1.26933,-0.405005,-0.4994406,-0.51834,0.92679,0.91478,-0.75955,-0.8539882,-0.872887,-0.01201,-1.68634,-1.78078,-1.79968,-1.67434,-1.76877,-1.78767,-0.113335,-0.094435,-0.018899"
"DTX1,0.203486,0.258688,-0.54867,-0.345655,-0.0182536,-1.08703,0.27732,0.53514,0.096345,-0.02051,0.0552,-0.752157,-0.549141,-0.22174,-1.29051,0.07383,0.3316538,-0.107141,-0.224,-0.8073594,-0.604343,-0.276942,-1.34572,0.01863,0.27645,-0.162343,-0.279198,0.20302,0.530417,-0.538358,0.82599,1.08381,0.645016,0.52816,0.3274,-0.74137,0.62297,0.880795,0.442,0.32515,-1.06878,0.29557,0.55339,0.1145987,-0.002256,1.36435,1.62217,1.18337,1.06652,0.25782,-0.18097,-0.29783,-0.55565,-0.438795,-0.116855"
"DTX3,0.24677,0.687181,0.16676,-0.034435,0.3880669,-0.21592,-0.22389,0.30628,0.2939026,0.567966,0.44041,-0.080007,-0.281205,0.141297,-0.46269,-0.47066,0.0595124,0.047133,0.321,-0.5204176,-0.721616,-0.299114,-0.9031,-0.911067,-0.3809,-0.393278,-0.119215,-0.2012,0.221304,-0.382679,-0.39065,0.13952,0.12714,0.4012,0.4225,-0.18148,-0.18945,0.340717,0.3283376,0.6024,-0.60398,-0.61195,-0.08178,-0.0941644,0.179899,-0.00797,0.5222,0.50982,0.78388,0.53017,0.51779,0.79185,0.261684,-0.01238,0.274063"
"DTX4,0.373692,0.281368,-0.2432,-0.44606,0.5602577,0.3951,-0.00843,1.12557,0.4910958,0.031641,-0.09232,-0.616888,-0.819752,0.186566,0.0214,-0.38212,0.7518733,0.117404,-0.342,-0.5245642,-0.727428,0.27889,0.11373,-0.289794,0.8442,0.209728,-0.249727,-0.20286,0.803454,0.638293,0.23477,1.36876,0.734292,0.27484,1.00632,0.84116,0.43763,1.571625,0.9371559,0.4777,-0.16516,-0.56868,0.56531,-0.0691619,-0.528617,-0.40352,0.73047,0.096,-0.36346,1.13399,0.49952,0.04007,-1.093924,-0.634469,-0.459455"
"DUSP4,0.712425,1.231067,0.0101,0.151272,0.4194891,-0.79513,-0.33272,3.07197,1.7112409,1.583271,0.51864,-0.70233,-0.561153,-0.292936,-1.50756,-1.04515,2.3595423,0.998816,0.871,-1.2209718,-1.079795,-0.811578,-2.0262,-1.56379,1.8409,0.480174,0.352204,0.14118,0.409394,-0.80523,-0.34282,3.06187,1.701146,1.57318,0.26822,-0.94641,-0.48399,2.920695,1.5599691,1.432,-1.21462,-0.75221,2.65248,1.2917518,1.163782,0.46241,3.8671,2.50638,2.37841,3.40469,2.04396,1.91599,-1.488696,-1.360726,-0.12797"
"DUSP6,0.034354,0.60095,-0.07866,-0.271284,-0.0074195,-0.30872,-0.38389,0.78674,0.6107289,0.265086,0.5666,-0.113011,-0.305637,-0.041773,-0.34308,-0.41824,0.7523871,0.576375,0.231,-0.6796073,-0.872234,-0.60837,-0.90967,-0.984839,0.18579,0.009779,-0.335864,-0.19263,0.071238,-0.230064,-0.30523,0.8654,0.689386,0.34374,0.26386,-0.03744,-0.1126,1.058024,0.8820126,0.53637,-0.3013,-0.37647,0.79416,0.6181484,0.272505,-0.07517,1.09546,0.91945,0.57381,1.17063,0.99462,0.64897,-0.521655,-0.176012,-0.345643"
"E2F1,-0.555948,-0.281818,0.55568,-0.342634,0.1353781,1.0919,1.50226,-0.15563,0.6490196,0.273381,0.27413,1.111628,0.213314,0.691326,1.64785,2.05821,0.4003189,1.204967,0.829,0.8374982,-0.060816,0.417196,1.37372,1.78408,0.12619,0.930837,0.555199,-0.89831,-0.420302,0.536221,0.94658,-0.71131,0.093339,-0.2823,0.47801,1.43453,1.8449,0.187005,0.9916532,0.61601,0.95652,1.36688,-0.29101,0.5136415,0.138003,0.41036,-1.24753,-0.44288,-0.81852,-1.65789,-0.85324,-1.22888,0.429009,0.804648,-0.375639"
"E2F5,0.047553,0.310698,0.30266,0.109435,0.6657877,0.52044,1.19563,-0.41898,0.4583439,0.701,0.26314,0.255108,0.061882,0.618234,0.47289,1.14808,-0.4665327,0.410791,0.653,-0.0080364,-0.201263,0.35509,0.20974,0.884933,-0.72968,0.147646,0.390302,-0.19323,0.363127,0.217778,0.89297,-0.72164,0.155683,0.39834,0.55635,0.411,1.0862,-0.528414,0.3489091,0.59156,-0.14535,0.52984,-1.08477,-0.2074438,0.035212,0.67519,-0.93942,-0.0621,0.18056,-1.61461,-0.73729,-0.49463,1.119979,0.877323,0.242656"
"ECM2,1.457429,1.257024,0.94606,0.530078,1.2787688,-1.06217,-1.09241,1.10387,1.3393833,0.452105,-0.2004,-0.511369,-0.927351,-0.17866,-2.5196,-2.54984,-0.3535595,-0.118046,-1.01,-0.310964,-0.726946,0.021744,-2.31919,-2.349432,-0.15315,0.082359,-0.804919,-0.41598,0.332708,-2.008227,-2.03847,0.15781,0.393323,-0.49396,0.74869,-1.59225,-1.62249,0.573792,0.8093053,-0.07797,-2.34094,-2.37118,-0.1749,0.0606145,-0.826664,-0.03024,2.16604,2.40155,1.51427,2.19628,2.43179,1.54451,-0.651764,0.235514,-0.887278"
"EDN1,-0.915667,0.304436,0.59519,-0.971897,0.0133657,0.29665,0.38215,0.89991,-0.2561803,-0.797199,1.2201,1.510856,-0.05623,0.929032,1.21231,1.29781,1.8155805,0.659486,0.118,0.2907543,-1.276332,-0.29107,-0.00779,0.077712,0.59548,-0.560616,-1.101635,-1.56709,-0.581824,-0.298544,-0.21304,0.30472,-0.85137,-1.39239,0.98526,1.26854,1.35404,1.871811,0.7157166,0.1747,0.28328,0.36878,0.88655,-0.269546,-0.810565,0.0855,0.60327,-0.55283,-1.09385,0.51777,-0.63833,-1.17935,-1.697113,-1.156094,-0.541019"
"EDNRB,-0.281507,0.610455,-1.05622,-0.831821,0.6541023,-0.39315,0.01035,-0.95593,0.3831807,-0.161958,0.89196,-0.774715,-0.550314,0.935609,-0.11164,0.29185,-0.6744225,0.664688,0.12,-1.6666766,-1.442276,0.043647,-1.00361,-0.600109,-1.56638,-0.227274,-0.772414,0.2244,1.710324,0.663072,1.06657,0.10029,1.439402,0.89426,1.48592,0.43867,0.84217,-0.124108,1.2150018,0.66986,-1.04725,-0.64376,-1.61003,-0.2709216,-0.816061,0.4035,-0.56278,0.77633,0.23119,-0.96628,0.37283,-0.1723,0.793971,1.33911,-0.545139"
"EFNA3,-0.240126,-0.074874,0.59539,-0.143576,-0.0023223,0.93846,0.66029,1.1884,0.7405869,-0.768175,0.16525,0.835517,0.09655,0.237804,1.17858,0.90041,1.4285293,0.980713,-0.528,0.6702649,-0.068702,0.072552,1.01333,0.735162,1.26328,0.815461,-0.693301,-0.73897,-0.597713,0.343067,0.0649,0.59301,0.145196,-1.36357,0.14125,1.08203,0.80386,1.331979,0.8841627,-0.6246,0.94078,0.66261,1.19073,0.7429092,-0.765852,-0.27817,0.24995,-0.19787,-1.70663,0.52812,0.0803,-1.42846,-1.956578,-0.447816,-1.508761"
"EFNA5,-0.335754,-0.047028,0.16416,-0.52611,1.0226445,0.54483,-0.6007,1.12579,0.64822,-0.359038,0.28873,0.499913,-0.190356,1.358399,0.88058,-0.26495,1.4615422,0.983974,-0.0233,0.2111873,-0.479082,1.069673,0.59186,-0.553673,1.17282,0.695248,-0.31201,-0.69027,0.858486,0.38067,-0.76486,0.96163,0.484061,-0.5232,1.54875,1.07094,-0.07459,1.651898,1.1743303,0.16707,-0.47782,-1.62335,0.10314,-0.3744245,-1.381683,-1.14553,0.58096,0.10339,-0.90387,1.72649,1.24892,0.24166,-1.484826,-0.477568,-1.007258"
"EGF,-0.448674,0.900054,0.02595,0.062488,-0.8983959,0.15236,0.08117,2.88356,0.6831712,0.53931,1.34873,0.474626,0.511162,-0.449722,0.60103,0.52984,3.3322381,1.131845,0.988,-0.8741017,-0.837566,-1.79845,-0.74769,-0.818886,1.98351,-0.216883,-0.360744,0.03654,-0.924348,0.126407,0.05522,2.85761,0.657219,0.51336,-0.96088,0.08987,0.01868,2.821076,0.6206831,0.47682,1.05076,0.97956,3.78196,1.5815671,1.437706,-0.07119,2.7312,0.53081,0.38695,2.8024,0.602,0.45814,-2.344254,-2.200393,-0.143861"
"EGFR,-0.919584,-0.834555,-0.55041,-1.5754,0.0728336,-0.50896,-1.87611,-0.14743,-0.2915188,-1.793533,0.08503,0.369174,-0.655816,0.992418,0.41063,-0.95653,0.7721495,0.628065,-0.874,0.2841451,-0.740845,0.907389,0.3256,-1.041554,0.68712,0.543036,-0.958977,-1.02499,0.623244,0.041454,-1.3257,0.40298,0.258891,-1.24312,1.64823,1.06644,-0.30071,1.427966,1.2838815,-0.21813,-0.58179,-1.94894,-0.22027,-0.3643525,-1.866366,-1.36715,0.36152,0.21744,-1.28458,1.72867,1.58459,0.08258,-1.646098,-0.144084,-1.502014"
"EGLN2,0.100284,0.538408,0.08092,-0.211118,0.0759578,-1.54741,0.1093,0.34661,-0.2010531,0.447568,0.43812,-0.019362,-0.311402,-0.024326,-1.64769,0.00902,0.2463215,-0.301337,0.347,-0.4574863,-0.749527,-0.46245,-2.08581,-0.429106,-0.1918,-0.739461,-0.09084,-0.29204,-0.004964,-1.628328,0.02838,0.26568,-0.281975,0.36665,0.28708,-1.33629,0.32042,0.557724,0.0100652,0.65869,-1.62336,0.03334,0.27065,-0.2770109,0.37161,1.65671,1.89401,1.34635,1.99497,0.2373,-0.31036,0.33827,0.100963,-0.547658,0.648621"
"EGLN3,-0.66667,-0.710566,-1.23984,-0.930008,-0.2902423,0.32724,-0.2517,0.16496,0.3131236,-1.009113,-0.0439,-0.573167,-0.263339,0.376427,0.9939,0.41497,0.8316347,0.979793,-0.342,-0.5292712,-0.219443,0.420323,1.0378,0.458864,0.87553,1.023689,-0.298547,0.30983,0.949595,1.567072,0.98814,1.4048,1.552961,0.23072,0.63977,1.25724,0.67831,1.094973,1.243132,-0.0791,0.61748,0.03854,0.45521,0.6033659,-0.718871,-0.57894,-0.16227,-0.01411,-1.33635,0.41667,0.56483,-0.75741,-1.174078,0.148159,-1.322237"
"EIF2AK3,0.684545,0.397751,-0.0382,0.249833,0.5252323,0.02756,0.14706,0.71276,0.3177576,0.654656,-0.28679,-0.72274,-0.434712,-0.159313,-0.65699,-0.53749,0.0282201,-0.366787,-0.0299,-0.4359466,-0.147918,0.127481,-0.37019,-0.250694,0.31501,-0.079994,0.256905,0.28803,0.563428,0.065754,0.18525,0.75096,0.355953,0.69285,0.2754,-0.22227,-0.10278,0.462932,0.0679244,0.40482,-0.49767,-0.37818,0.18753,-0.2074748,0.129424,0.1195,0.68521,0.2902,0.6271,0.56571,0.1707,0.5076,-0.058109,-0.395007,0.336898"
"EIF3B,-0.00025,-0.211237,-0.09963,-0.039458,0.2727302,-0.04946,-0.12315,0.13822,-0.0055438,-0.17926,-0.21099,-0.099376,-0.039208,0.27298,-0.04921,-0.1229,0.1384713,-0.005294,-0.179,0.1116111,0.171779,0.483967,0.16177,0.088086,0.34946,0.205693,0.031977,0.06017,0.372356,0.050162,-0.02353,0.23785,0.094082,-0.07963,0.31219,-0.01001,-0.08369,0.177679,0.0339143,-0.1398,-0.32219,-0.39588,-0.13451,-0.278274,-0.45199,-0.07369,0.18768,0.04392,-0.1298,0.26137,0.11761,-0.05611,-0.317481,-0.143765,-0.173716"
"EIF4E2,0.186955,0.261237,0.17515,-0.02705,0.3291558,0.29045,0.50263,0.24193,0.2749576,0.083035,0.07428,-0.011809,-0.214005,0.142201,0.10349,0.31568,0.0549786,0.088002,-0.104,-0.0860912,-0.288287,0.067918,0.02921,0.241396,-0.0193,0.01372,-0.178202,-0.2022,0.15401,0.115303,0.32749,0.06679,0.099811,-0.09211,0.35621,0.3175,0.52968,0.268984,0.3020074,0.11008,-0.03871,0.17348,-0.08722,-0.0541982,-0.246121,0.21218,-0.04852,-0.01549,-0.20741,-0.2607,-0.22768,-0.4196,-0.158899,0.033024,-0.191923"
"EIF4EBP1,-0.368268,-0.225272,-0.58373,0.114785,-0.4747804,0.62726,0.38612,-0.00915,0.1800303,0.504756,0.143,-0.215457,0.483053,-0.106513,0.99552,0.75439,0.3591224,0.548298,0.873,-0.3584525,0.340058,-0.249508,0.85253,0.611394,0.21613,0.405303,0.730028,0.69851,0.108945,1.210982,0.96985,0.57458,0.763755,1.08848,-0.58957,0.51247,0.27134,-0.123931,0.0652448,0.38997,1.10204,0.8609,0.46564,0.6548107,0.979536,-0.24114,-0.6364,-0.44723,-0.1225,-0.39527,-0.20609,0.11863,0.513901,0.189175,0.324726"
"ELF3,-0.665961,-0.182253,0.20587,0.391341,0.2576968,0.55041,2.65013,0.76091,-0.3215889,0.448421,0.48371,0.87183,1.057302,0.923658,1.21637,3.31609,1.4268676,0.344372,1.11,0.3881228,0.573595,0.43995,0.73266,2.83238,0.94316,-0.139336,0.630674,0.18547,0.051827,0.34454,2.44426,0.55504,-0.527458,0.24255,-0.13364,0.15907,2.25879,0.369565,-0.7129303,0.05708,0.29271,2.39243,0.50321,-0.5792857,0.190724,2.09972,0.2105,-0.872,-0.10199,-1.88922,-2.97172,-2.20171,-0.312486,-1.082496,0.77001"
"ELK3,1.000268,0.323697,0.32928,-0.133776,0.1717934,-0.29542,-0.09641,0.43067,0.3296032,-0.259781,-0.67657,-0.670992,-1.134044,-0.828474,-1.29569,-1.09668,-0.5696019,-0.670664,-1.26,0.0055783,-0.457474,-0.151904,-0.61912,-0.420112,0.10697,0.005906,-0.583478,-0.46305,-0.157482,-0.624694,-0.42569,0.10139,0.000328,-0.58906,0.30557,-0.16164,0.03736,0.564442,0.4633796,-0.126,-0.46721,-0.26821,0.25887,0.1578099,-0.431574,0.199,0.72608,0.62502,0.03564,0.52708,0.42602,-0.16337,-0.690447,-0.101063,-0.589384"
"ELOVL2,-0.529602,0.483568,-0.37426,-0.161305,0.4448678,0.02499,1.05587,1.52188,0.3882213,0.831712,1.01317,0.155347,0.368297,0.97447,0.55459,1.58547,2.051478,0.917824,1.36,-0.8578236,-0.644873,-0.0387,-0.45858,0.572304,1.03831,-0.095347,0.348144,0.21295,0.819123,0.399242,1.43013,1.89613,0.762477,1.20597,0.60617,0.18629,1.21718,1.683181,0.5495262,0.99302,-0.41988,0.611,1.07701,-0.0566465,0.386844,1.03089,1.49689,0.36323,0.80673,0.466,-0.66765,-0.22416,-0.690164,-1.133654,0.44349"
"EMCN,0.155365,0.375977,-0.30149,-0.54092,0.6127951,-1.37603,-0.75655,0.08799,-0.3396199,-0.469985,0.22061,-0.456859,-0.696285,0.45743,-1.53139,-0.91191,-0.0673754,-0.494985,-0.625,-0.6774716,-0.916898,0.236818,-1.752,-1.132524,-0.28799,-0.715597,-0.845962,-0.23943,0.914289,-1.074533,-0.45505,0.38948,-0.038126,-0.16849,1.15372,-0.83511,-0.21563,0.62891,0.2013006,0.07094,-1.98882,-1.36934,-0.52481,-0.9524149,-1.08278,0.61948,1.46402,1.03641,0.90604,0.84454,0.41693,0.28656,-0.557974,-0.427609,-0.130365"
